hotel_id,name,hotel_link,stars,rating,reviews,address,intro,price,room_type,province
3338,Khách sạn Silverland Yen Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-silverland-yen-sai-gon,4.0,0.0,,"73-75 Thủ Khoa Huân, Phường Bến Thành","Quận 1, Vị trí trung tâm, Hồ bơi Jacuzzi",3.424.500,Double or Twin DELUXE,ho-chi-minh
3339,M Village Living Lý Chính Thắng,https://www.ivivu.com/khach-san-ho-chi-minh/m-village-ly-chinh-thang,3.0,0.0,,"127 Lý Chính Thắng, Phường Võ Thị Sáu",,898.500,One Bedroom,ho-chi-minh
3340,The Lovenote Home,https://www.ivivu.com/khach-san-ho-chi-minh/the-lovenote-home,0.0,0.0,,177 Trương Định,,569.000,Bunk Bed,ho-chi-minh
3341,M Village Living Cao Thắng,https://www.ivivu.com/khach-san-ho-chi-minh/m-village-cao-thang-2,3.0,0.0,,"124/1 Cao Thắng, Phường 4",,912.500,Standard Room without Window,ho-chi-minh
3342,Justay Pink Church,https://www.ivivu.com/khach-san-ho-chi-minh/justay-pink-church,3.0,0.0,,22 Lý Chính Thắng,,739.500,Standard Room with City View,ho-chi-minh
3343,Celine Living - Central,https://www.ivivu.com/khach-san-ho-chi-minh/celine-living-central,0.0,0.0,,231 Nguyễn Đình Chiểu,,1.605.500,Studio City View,ho-chi-minh
3344,SNOW HOUSE HCR,https://www.ivivu.com/khach-san-ho-chi-minh/snow-house-hcr,0.0,0.0,,NGO 6B CONG TRUONG QUOC TE (Gan Cheese Pasta Restaurant) - Ho Con Rua,,528.000,Double Bed Room With Air conditioning,ho-chi-minh
3345,Khách sạn Love Hotel Eros 2,https://www.ivivu.com/khach-san-ho-chi-minh/eros-hotel-2-love-hotel,3.0,0.0,,Cách Mạng Tháng Tám,,506.000,Standard Double Room,ho-chi-minh
3346,Khách Sạn C’Lavie – Saigon Airport Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/c%E2%80%99lavie-hotel-saigon-airport-hotel,2.5,0.0,,"548A Cách Mạng Tháng 8, Phường 11",,547.500,Standard Double Room without Window,ho-chi-minh
3347,Acnos grand Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/acnos-grand-hotel,3.0,0.0,,82 Đường Cách Mạng Tháng 8,,1.527.000,Grand Deluxe,ho-chi-minh
3348,M Village Living Lê Văn Sỹ,https://www.ivivu.com/khach-san-ho-chi-minh/m-village-le-van-sy,3.0,0.0,,359 Lê Văn Sỹ,,885.500,Studio Room,ho-chi-minh
3349,M Village Living Nam Kỳ Khởi Nghĩa,https://www.ivivu.com/khach-san-ho-chi-minh/m-village-the-garden,3.0,0.0,,214 Đường Nam Kỳ Khởi Nghĩa,,993.500,Studio Room,ho-chi-minh
3350,Hung Miami Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/hung-miami-hotel,2.0,0.0,,160-162 Bau Cat ward 14,,353.000,Standard Double Room,ho-chi-minh
3351,Apollo Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/apollo-hotel,2.0,0.0,,94 Yên Thế,,524.000,Standard - 1 Double Bed,ho-chi-minh
3352,Khách sạn Thiên Phú,https://www.ivivu.com/khach-san-ho-chi-minh/thien-phu-2-hotel,2.0,0.0,,"78 Phan Huy Ích, Ward 15",,459.500,Standard Double,ho-chi-minh
3353,Khách sạn Thu Hà,https://www.ivivu.com/khach-san-ho-chi-minh/thu-ha-hotel,2.0,0.0,,"38 Hậu Giang, Phường 4",,402.000,Superior Double Room,ho-chi-minh
3354,THANH TAI HOTEL 1,https://www.ivivu.com/khach-san-ho-chi-minh/thanh-tai-hotel,3.0,0.0,,Số 17 đường Trần Thái Tông,,378.500,Standard Double Room without Window,ho-chi-minh
3355,Lanura Apartments and Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/lanura-apartments-and-hotel,3.0,0.0,,406/35 Đường Cộng Hòa,,587.500,Deluxe Twin Rooms,ho-chi-minh
3356,Khách Sạn Sân Bay Đông Đô,https://www.ivivu.com/khach-san-ho-chi-minh/dong-do-airport-hotel,2.0,0.0,,47 Hồng Hà,,553.000,Standard Rooms,ho-chi-minh
3357,Spring Airport Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/reddoorz-spring-hotel-bach-dang,2.0,0.0,,"No. 39A Bach Dang Street, Ward 2",,439.000,Standard Double Room,ho-chi-minh
3358,Queen Hotel Saigon Airport,https://www.ivivu.com/khach-san-ho-chi-minh/queen-hotel-airport,3.0,0.0,,93 Đường Lam Sơn,,482.500,Standard Double Room,ho-chi-minh
3359,H79 Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/h79-hotel,2.0,0.0,,7B cong hoa phuong 4 quan tan binh,,274.000,Standard,ho-chi-minh
3360,Lotus Airport Hotel Saigon,https://www.ivivu.com/khach-san-ho-chi-minh/lotus-airport-hotel-saigon,3.0,0.0,,"B124 Bach Dang, Phuong 2",,689.000,Superior Double Room,ho-chi-minh
3361,Khách sạn Iris Saigon (gần sân bay Tân Sơn Nhất),https://www.ivivu.com/khach-san-ho-chi-minh/iris-hotel-saigon,3.0,0.0,,9 - 9A Trường Sơn,,802.500,Deluxe Double Room,ho-chi-minh
3362,Nui Thanh Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/nui-thanh-hotel,2.0,0.0,,"3A Nui Thanh St., Ward 13",,320.000,Standard Double Bed,ho-chi-minh
3363,Sông Cầu Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/song-cau-hotel,2.0,0.0,,4B Đường Cộng Hòa,,564.000,Deluxe Single Room,ho-chi-minh
3364,THE QUEENDOR BOUTIQUE HOTEL,https://www.ivivu.com/khach-san-ho-chi-minh/the-queendor-boutique-hotel,4.0,0.0,,2 Quách Văn Tuấn,,660.000,Standard Room,ho-chi-minh
3365,saigonairport hotel,https://www.ivivu.com/khach-san-ho-chi-minh/leha-hotel-san-bay-tan-son-nhat-quan-tan-binh,4.0,0.0,,9 Nguyễn Văn Mại,,791.000,Standard - 1 Double Bed,ho-chi-minh
3366,Song Nhat Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/song-nhat-hotel,2.0,0.0,,"20/19 Núi Thành, Phường 13",,330.000,Superior Double Bed,ho-chi-minh
3367,Hạnh Trang Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/hanh-trang-hotel,0.0,0.0,,113 Xuân Hồng,,410.500,Standard - Double,ho-chi-minh
3368,Khách Sạn Havana Airport,https://www.ivivu.com/khach-san-ho-chi-minh/havana-airport-hotel,3.0,1.0,,"25/17 Cuu Long street, ward 2","Quận Tân Bình, Sân bay Tân Sơn Nhất",437.000,Standard Double,ho-chi-minh
3369,Khách sạn Lá Tân Bình,https://www.ivivu.com/khach-san-ho-chi-minh/la-hotel-binh-tan,3.0,0.0,,184 đường số 1A,,363.500,Standard - 1 Double Bed,ho-chi-minh
3370,The Malibu Hotel Saigon,https://www.ivivu.com/khach-san-ho-chi-minh/the-malibu-hotel-saigon,3.0,0.0,,353 Đường Số 1,,1.734.000,Deluxe Premier King Room,ho-chi-minh
3371,Lucky hotel,https://www.ivivu.com/khach-san-ho-chi-minh/lucky-hotel,3.0,0.0,,14 Đường số 3A,,301.500,Standard Room,ho-chi-minh
3372,Khách Sạn Đông Đô Ma Lo,https://www.ivivu.com/khach-san-ho-chi-minh/dong-do-hotel-ma-lo,2.0,0.0,,"95A, Ma Lo, P, Binhh Tri Dong A, Q, Binh Tan",,449.000,Standard Room,ho-chi-minh
3373,Angkor 2 Hotel near Benh Vien Go Vap,https://www.ivivu.com/khach-san-ho-chi-minh/reddoorz-angkor-2-hotel-near-benh-vien-go-vap,1.0,0.0,,"33B, Đường Số 8",,4.505.500,Standard Double Room,ho-chi-minh
3374,Khách Sạn Thiên Phú Logia,https://www.ivivu.com/khach-san-ho-chi-minh/thien-phu-logia-hotel,2.0,0.0,,"8A Đường Gò Xoài, Phường Bình Hưng Hoà A",,464.500,Standard,ho-chi-minh
3375,Cityhouse Villea,https://www.ivivu.com/khach-san-ho-chi-minh/cityhouse-villea,0.0,0.0,,43 Nguyễn Bá Tòng,,710.500,Standard Room,ho-chi-minh
3376,Sumi Hotel Saigon,https://www.ivivu.com/khach-san-ho-chi-minh/sumi-hotel-saigon,2.5,0.0,,"139 Duong so 8, phuong 11",,623.000,Luxury Double Room Single Use,ho-chi-minh
3377,Khách sạn 175,https://www.ivivu.com/khach-san-ho-chi-minh/hotel-175-saigon,2.0,0.0,,"786B Nguyễn Kiệm, Phường 3",,334.500,Deluxe Superior Suite,ho-chi-minh
3378,BO SONG HOTEL,https://www.ivivu.com/khach-san-ho-chi-minh/bo-song-hotel,2.0,0.0,,245 Đường số 20,,313.500,Standard Room,ho-chi-minh
3379,Khách sạn HANZ T68 Gò Vấp,https://www.ivivu.com/khach-san-ho-chi-minh/hanz-t68-hotel-go-vap,2.0,0.0,,420 Nguyễn Văn Khối,,246.500,Double Room - Check-In After 09:00 PM,ho-chi-minh
3380,GOLF STAR HOTEL,https://www.ivivu.com/khach-san-ho-chi-minh/golf-star-hotel,2.0,0.0,,848 QUANG TRUNG ST.,,416.500,Standard Double,ho-chi-minh
3381,Khách sạn Jewel - Jewel Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-jewel-jewel-hotel,1.0,0.0,,"464 Le Van Thọ Street, Ward 16",,403.500,Standard Double Room,ho-chi-minh
3382,River View Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/river-view-hotel,3.0,0.0,,"1327A Lê Đức Thọ , Phường 13",,5.393.500,Deluxe Room City View with Balcony,ho-chi-minh
3383,SAIGON ROSE HOTEL,https://www.ivivu.com/khach-san-ho-chi-minh/saigon-rose-hotel,1.0,0.0,,331 Đường số 8,,435.000,Standard Double Room A,ho-chi-minh
3384,Khách sạn RedDoorz Rita gần Nguyễn Kiệm,https://www.ivivu.com/khach-san-ho-chi-minh/reddoorz-rita-hotel-near-nguyen-kiem,2.0,0.0,,"No.10, Street 2, Ward 3",,370.000,Standard Junior Room,ho-chi-minh
3385,Yen Nam Hotel Nguyen Thai Son,https://www.ivivu.com/khach-san-ho-chi-minh/yen-nam-hotel-go-vap,3.0,0.0,,"84/1, Street 1, Ward 4",,462.000,Superior Double Room,ho-chi-minh
3386,Tan Da Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/tan-da-hotel,1.5,0.0,,22-24 Tản Đà,,516.000,Standard Twin,ho-chi-minh
3387,Khách sạn Ngôi Sao Phương Nam,https://www.ivivu.com/khach-san-ho-chi-minh/ngoi-sao-phuong-nam-hotel,2.0,0.0,,Tan Thoi Nhat 1 41/2,,305.000,Superior Double,ho-chi-minh
3388,Hanh Long 1 Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/hanh-long-1-hotel,2.5,0.0,,"1029 Đ. Trần Hưng Đạo, Phường 5",,518.000,1 King Bed - Non-Smoking,ho-chi-minh
3389,Saigon Garden Homestay,https://www.ivivu.com/khach-san-ho-chi-minh/saigon-garden-homestay,0.0,0.0,,Tổ 33 Khu Phố 2 Phường Thạnh Xuân Quận 12,,578.500,Garden Double,ho-chi-minh
3390,Cozrum Homes - Retro House,https://www.ivivu.com/khach-san-ho-chi-minh/cozrum-homes-retro-house,0.0,0.0,,"520/1 Ngô Gia Tự, Phường 09",,357.500,Studio Suite 1 King Bed Non-Smoking,ho-chi-minh
3391,Ly Ly Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/ly-ly-hotel,3.0,0.0,,110 Song Hành,,739.500,Superior Double Room,ho-chi-minh
3392,CityHouse - Kim Nguyen,https://www.ivivu.com/khach-san-ho-chi-minh/cityhouse-kim-nguyen,0.0,0.0,,3 Trương Quốc Dung,,928.500,Standard Studio,ho-chi-minh
3393,Cactusland Apartment,https://www.ivivu.com/khach-san-ho-chi-minh/cactusland-apartment,0.0,0.0,,"251/8 Nguyen Van Troi, Ward 10",,601.000,Standard Double Studio,ho-chi-minh
3394,Cozrum Homes - Winter Corner,https://www.ivivu.com/khach-san-ho-chi-minh/cozrum-homes-winter-corner,0.0,1.0,,"50/6/8 Nguyễn Đình Chiểu, Phường 3",,337.000,Studio Superior,ho-chi-minh
3395,Khách sạn Love Hotel Eros,https://www.ivivu.com/khach-san-ho-chi-minh/eros-hotel-love-hotel,3.0,0.0,,"138 Phan Xích Long, Ward 7",,497.500,Galaxy Standard Room,ho-chi-minh
3396,Nhat Dinh Home,https://www.ivivu.com/khach-san-ho-chi-minh/nhat-dinh-home,0.0,0.0,,245 NGUYEN VAN LUONG,,1.084.500,Deluxe City View,ho-chi-minh
3397,M Village Living Hồ Biểu Chánh,https://www.ivivu.com/khach-san-ho-chi-minh/m-village-ho-bieu-chanh,3.0,0.0,,7 Hồ Biểu Chánh,,985.500,Studio Room,ho-chi-minh
3398,M Village Living Cửu Long,https://www.ivivu.com/khach-san-ho-chi-minh/m-village-cuu-long,3.0,0.0,,44a Cửu Long,,850.500,Economy Standard Room,ho-chi-minh
3399,Thai Dat Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/thai-dat-hotel,1.5,0.0,,"750A/9 Nguyen Kiem, Ward 4",,316.500,Superior Double Room,ho-chi-minh
3400,Cactusland Gần Sân Bay Tân Sơn Nhất,https://www.ivivu.com/khach-san-ho-chi-minh/cactusland-near-tan-son-nhat-airport,0.0,0.0,,"251/8 Nguyen Van Troi, Phuong 10",,672.500,Standard Double Studio,ho-chi-minh
3401,Cozrum Homes - Graceful Corner,https://www.ivivu.com/khach-san-ho-chi-minh/cozrum-homes-graceful-corner,0.0,0.0,,"301/30 Phan Xích Long, Phường 01, Quận Phú Nhuận, Tp Hồ Chí Minh , Phú Nhuận, Ho Chi Minh City, Ho Chi Minh",,431.000,Superior Queen,ho-chi-minh
3402,Khách sạn Bros,https://www.ivivu.com/khach-san-ho-chi-minh/bros-hotel,2.0,0.0,,"220 Nguyen Cu Trinh, Nguyen Cu Trinh Ward",,739.500,Standard Double Room,ho-chi-minh
3403,Senho Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/senho-hotel,2.0,0.0,,110/6 Tô Hiệu,,393.500,Standard Room,ho-chi-minh
3404,Khách sạn Văn Giao,https://www.ivivu.com/khach-san-ho-chi-minh/van-giao-hotel,2.0,0.0,,"No. 740B Nguyen Kiem Street, Ward 4","Quận Phú Nhuận, Gần sân bay",274.000,Standard Room,ho-chi-minh
3405,Lá Phú Nhuận Hotel Airport,https://www.ivivu.com/khach-san-ho-chi-minh/la-phu-nhuan-hotel-airport,3.0,0.0,,31 Hồ Văn Huê,,482.500,Superior Double Room,ho-chi-minh
3406,Khách sạn Mari By Connek,https://www.ivivu.com/khach-san-ho-chi-minh/mari-hotel-by-connek,3.0,0.0,,158B Bui Thi Xuan Street,,657.500,Standard Double Room,ho-chi-minh
3407,SAVIHOUSE - HUCH VILLA,https://www.ivivu.com/khach-san-ho-chi-minh/savihouse-huch-villa,4.0,0.0,,"29/9 Hoàng Diệu, Phường 10",,801.000,Standard - 1 Bed Double Non-Smoking,ho-chi-minh
3408,Cactusland Homestay - Tran Hung Dao,https://www.ivivu.com/khach-san-ho-chi-minh/cactusland-homestay-tran-hung-dao,0.0,0.0,,"393/30 Trần Hưng Đạo, Phường Cầu Kho",,359.000,Standard Double,ho-chi-minh
3409,Khách sạn & Căn hộ DHTS Business,https://www.ivivu.com/khach-san-ho-chi-minh/dhts-business-hotel-apartment,0.0,0.0,,"38/16 Nguyen Van Troi, Phuong 15",,1.420.000,Deluxe Apartment,ho-chi-minh
3410,The Noble Swan WoodPark Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/the-noble-swan-woodpark-hotel,3.0,0.0,,217 Phạm Ngũ Lão,,641.500,Deluxe Double City View,ho-chi-minh
3411,Sài Gòn Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/sai-gon-hotel-bui-vien,2.0,0.0,,40 Đường Bùi Viện,,643.500,Superior Queen,ho-chi-minh
3412,Yaya Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/yaya-hotel,2.0,0.0,,40/29 Đ. Bùi Viện,,325.000,Standard Double Bed for 2 Persons,ho-chi-minh
3413,Khách sạn La Memoria - Trung tâm thành phố,https://www.ivivu.com/khach-san-ho-chi-minh/la-memoria-hotel-city-centre,2.5,0.0,,"118 Nguyen Cu Trinh street, Nguyen Cu Trinh Ward",,736.000,Superior,ho-chi-minh
3414,La Opera saigon hotel,https://www.ivivu.com/khach-san-ho-chi-minh/la-opera-saigon-hotel,3.0,1.0,,01 Ngo Van Nam street,,2.033.500,Premium City View King Room,ho-chi-minh
3415,The Noble Swan Hotel New World,https://www.ivivu.com/khach-san-ho-chi-minh/the-noble-swan-hotel-new-world,3.0,0.0,,270 Lê Thánh Tôn,,649.000,Deluxe Double Room - Complimentary Daily Snack Included,ho-chi-minh
3416,Khách sạn và Spa City View,https://www.ivivu.com/khach-san-ho-chi-minh/city-view-hotel-spa,3.0,0.0,,"15 Bui Thi Xuan, Ben Thanh",,889.500,SUPERIOR,ho-chi-minh
3417,Khách sạn Woody House Boutique Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-woody-house-boutique-sai-gon,3.0,0.0,,41 Tran Đinh Xu,"Quận 1, Trung tâm thành phố",863.000,Deluxe Studio,ho-chi-minh
3418,Huazhu Hotel (华住酒店),https://www.ivivu.com/khach-san-ho-chi-minh/the-arrivals-hotel,0.0,0.0,,302 Đường Võ Văn Kiệt,,1.726.500,Deluxe Twin Bed - Breakfast Included,ho-chi-minh
3419,Amory Hotel Ben Thanh,https://www.ivivu.com/khach-san-ho-chi-minh/amory-apartment,2.0,0.0,,"88 Lê Lai, Bến Thành",,863.000,Superior Double Room,ho-chi-minh
3420,TN Central Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/tn-central-hotel,3.0,0.0,,"22 Hai Bà Trưng, Phường Bến Nghé",,355.000,Superior Room Double,ho-chi-minh
3421,The One Hotel Ben Thanh,https://www.ivivu.com/khach-san-ho-chi-minh/the-one-hotel-ben-thanh,3.0,0.0,,"Số 230 Lý Tự Trọng, Phường Bến Thành",,584.500,Superior Double Room,ho-chi-minh
3422,Valentine Boutique hotel - 25 Bui Vien street,https://www.ivivu.com/khach-san-ho-chi-minh/valentine-boutique-hotel-25-bui-vien-street,2.0,0.0,,25 Bùi Viện,,325.000,Superior Twins,ho-chi-minh
3423,KHÁCH SẠN CHERRY BOUTIQUE,https://www.ivivu.com/khach-san-ho-chi-minh/cherry-boutique-hotel,3.0,0.0,,15n Lê Thánh Tôn,,1.134.500,Deluxe Double Bed,ho-chi-minh
3424,Khách Sạn The White 8A Thái Văn Lung,https://www.ivivu.com/khach-san-ho-chi-minh/the-white-hotel-8a-thai-van-lung,3.0,0.0,,"8A Thái Văn Lung, Phường Bến Nghé",,1.089.500,Superior Double Room without Window,ho-chi-minh
3425,9 Hostel and Suites,https://www.ivivu.com/khach-san-ho-chi-minh/9-hostel-and-suites,0.0,0.0,,90 Lê Lai,,493.000,Double Economy,ho-chi-minh
3426,M Village Hotel Tôn Thất Đạm,https://www.ivivu.com/khach-san-ho-chi-minh/m-village-ton-that-dam,4.0,0.0,,129 Tôn Thất Đạm M Village,,2.693.500,Deluxe Room Twin,ho-chi-minh
3427,Khách sạn Liên An Saigon,https://www.ivivu.com/khach-san-ho-chi-minh/lien-an-saigon-hotel,2.0,0.0,,"181 Lê Thánh Tôn, phường Bến Thành",,843.500,Standard Double,ho-chi-minh
3428,Khách sạn Song Anh 3,https://www.ivivu.com/khach-san-ho-chi-minh/song-anh-3-hotel,2.0,0.0,,24 LÊ LAI,,679.500,Room Assigned on Arrival,ho-chi-minh
3429,Triple E Hotel Metro Ben Thanh,https://www.ivivu.com/khach-san-ho-chi-minh/triple-e-hotel-metro-ben-thanh,3.0,0.0,,146 Đ. Ký Con,,1.300.000,Superior Double Room,ho-chi-minh
3430,Khách sạn Nesta Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/nesta-hotel-saigon,4.0,0.0,,"34-36 Thủ Khoa Huân, Bến Thành",,2.425.500,Suite Double,ho-chi-minh
3431,HomeAway Homestay,https://www.ivivu.com/khach-san-ho-chi-minh/homeaway-homestay,0.0,0.0,,38 Đỗ Quang Đẩu,,476.000,Queen Room - Non-Smoking,ho-chi-minh
3432,Ahu Hotel & Apartment,https://www.ivivu.com/khach-san-ho-chi-minh/central-perk-saigon,0.0,0.0,,"373/49 Pham Ngu Lao Street, Pham Ngu Lao Ward",,301.000,Standard Double Room,ho-chi-minh
3433,Jovia Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/jovia-hotel,3.0,0.0,,132 Lý Tự Trọng,,986.500,Deluxe Double Room With Window,ho-chi-minh
3434,AYA Homestay 3 HCM,https://www.ivivu.com/khach-san-ho-chi-minh/aya-homestay-3-hcm,0.0,0.0,,51B Huỳnh Khương Ninh,,709.500,Deluxe Queen,ho-chi-minh
3435,A-IN HOTEL DELLUNA,https://www.ivivu.com/khach-san-ho-chi-minh/a-in-hotel-delluna,0.0,0.0,,126 Đề Thám,,824.500,Deluxe Double Room,ho-chi-minh
3436,SaiGon Europe Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/saigon-europe-hotel,3.0,0.0,,"207 Đề Thám, Phạm Ngũ Lão",,401.000,Standard Room,ho-chi-minh
3437,LANGUAGE EXCHANGE HOTEL 3,https://www.ivivu.com/khach-san-ho-chi-minh/language-exchange-hotel-3,3.0,0.0,,"212B, C6/7 Nguyen Trai",,419.000,Standard Double Room with Sofa,ho-chi-minh
3438,Pharaon Hotel 2,https://www.ivivu.com/khach-san-ho-chi-minh/pharaon-hotel-2,3.0,0.0,,102/1 Cống Quỳnh,,590.000,VIP Room,ho-chi-minh
3439,Full House Hostel,https://www.ivivu.com/khach-san-ho-chi-minh/full-house-hostel,0.0,0.0,,84/40 Bùi Viện,,364.000,Standard Double Room,ho-chi-minh
3440,Ohana Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/ohana-hotel,2.0,0.0,,"85 Nguyễn Công Trứ, Phường Nguyễn Thái Bình",,539.500,Standard Double,ho-chi-minh
3441,DAI NAM BOUTIQUE HOTEL,https://www.ivivu.com/khach-san-ho-chi-minh/dai-nam-boutique-hotel,4.0,0.0,,79 Đường Trần Hưng Đạo,,1.102.000,Deluxe Double or Twin Room,ho-chi-minh
3442,Galaxy Boutique Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/galaxy-boutique-hotel,3.0,0.0,,269/19 Đề Thám,,431.500,Standard Double Room - Non-Smoking,ho-chi-minh
3443,Valen hotel - 31 Bui Vien street,https://www.ivivu.com/khach-san-ho-chi-minh/valen-hotel-31-bui-vien-street,3.0,0.0,,31 Đường Bùi Viện,,517.500,Superior Double without Window,ho-chi-minh
3444,FH Homestay,https://www.ivivu.com/khach-san-ho-chi-minh/fh-homestay,0.0,0.0,,18B/80/17 Nguyễn Thị Minh Khai st,,637.000,Standard Room,ho-chi-minh
3445,Blue River 2 Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/blue-river-2-hotel,1.5,0.0,,54/13 Ki Con str,,275.000,Standard Double,ho-chi-minh
3446,G9 Homestay - Nguyen Trai,https://www.ivivu.com/khach-san-ho-chi-minh/the-art-g9-homestay,0.0,0.0,,"212B/68, Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1",,591.000,Standard Room,ho-chi-minh
3447,California Saigon Hotel & Rooftop Pool,https://www.ivivu.com/khach-san-ho-chi-minh/california-hotel-sai-gon,3.0,0.0,,52-54 Thủ Khoa Huân,,975.500,Deluxe Twin Room - No Window,ho-chi-minh
3448,Express by M Village Nguyễn Du,https://www.ivivu.com/khach-san-ho-chi-minh/m-village-nguyen-du,3.0,0.0,,157 Nguyễn Du,,1.389.500,Studio without Window,ho-chi-minh
3449,WE HOME THÁI VĂN LUNG,https://www.ivivu.com/khach-san-ho-chi-minh/we-home-thai-van-lung,0.0,0.0,,"8A/G10 Thái Văn Lung, Phường Bến Nghé",,810.000,Executive Apartment,ho-chi-minh
3450,The Hotel Nicecy,https://www.ivivu.com/khach-san-ho-chi-minh/the-hotel-nicecy,2.0,0.0,,271 Le Thanh Ton Street,,778.500,Superior Double or Twin Room,ho-chi-minh
3451,Khách sạn RedDoorz Kim Dung Trần Quang Khải,https://www.ivivu.com/khach-san-ho-chi-minh/reddoorz-kim-dung-hotel-tran-quang-khai,2.0,0.0,,184 Trần Quang Khải,,393.000,Standard Queen Room,ho-chi-minh
3452,Capsule Riverside Saigon,https://www.ivivu.com/khach-san-ho-chi-minh/capsule-sunland,0.0,0.0,,324 Đường Võ Văn Kiệt,,403.000,Mixed Double Capsule Pod,ho-chi-minh
3453,My House,https://www.ivivu.com/khach-san-ho-chi-minh/my-house,0.0,0.0,,47 Nguyễn Thái Bình,,1.043.500,Apartment,ho-chi-minh
3454,Rustique Maison,https://www.ivivu.com/khach-san-ho-chi-minh/rustique-maison,3.0,0.0,,44 Nguyễn Phi Khanh,,1.032.500,Deluxe King Room,ho-chi-minh
3455,Cityview Serviced Apartment Ho Chi Minh City,https://www.ivivu.com/khach-san-ho-chi-minh/cityview-serviced-apartment-ho-chi-minh-city,0.0,0.0,,12 Mạc Đĩnh Chi,,1.212.500,Studio,ho-chi-minh
3456,Cozrum Homes - June Corner,https://www.ivivu.com/khach-san-ho-chi-minh/cozrum-homes-june-corner,0.0,0.0,,68/7D Trần Quang Khải,,398.000,Comfort Studio,ho-chi-minh
3457,Ekomo Home,https://www.ivivu.com/khach-san-ho-chi-minh/ekomo-home,0.0,0.0,,"102/42 Cong Quynh, Ward Pham Ngu Lao",,618.500,Superior Queen,ho-chi-minh
3458,Friday Homestay - City Centre,https://www.ivivu.com/khach-san-ho-chi-minh/friday-homestay-city-centre,0.0,0.0,,"102/22 Cong Quynh, Pham Ngu Lao",,385.000,No View Double Room for 2 People - Non-Smoking,ho-chi-minh
3459,MAY'S HOTEL-BEN THANH MARKET,https://www.ivivu.com/khach-san-ho-chi-minh/mays-hotel-ben-thanh-market,2.0,0.0,,22 Nguyễn An Ninh,,523.500,Standard Room,ho-chi-minh
3460,Khách sạn Ruby Bến Thành,https://www.ivivu.com/khach-san-ho-chi-minh/ruby-hotel-ben-thanh,2.0,0.0,,185 -187 Lê Thánh Tôn Quận 1,,896.500,Standard Room Twin,ho-chi-minh
3461,Khách sạn Amanaki Thảo Điền,https://www.ivivu.com/khach-san-ho-chi-minh/amanaki-thao-dien,4.0,0.0,,"10 Nguyễn Đăng Giai, Thảo Điền",Quận Thủ Đức,3.467.000,Executive,ho-chi-minh
3462,Khách sạn OYO 1149 Avatar,https://www.ivivu.com/khach-san-ho-chi-minh/oyo-1149-avatar-hotel,2.0,0.0,,"21, Duong so 7, KDC Trung Son, Khu 6, Binh Chanh DistrictBinh Hung",,104.703.000,Deluxe Double Room,ho-chi-minh
3463,Elisa Hotel,https://www.ivivu.com/khach-san-ho-chi-minh/elisa-hotel-36247754,3.0,0.0,,172 Đường số 7 khu dân cư Trung Sơn,,808.000,Deluxe Room,ho-chi-minh
3464,Khách sạn Enjoy 5A,https://www.ivivu.com/khach-san-ho-chi-minh/enjoy-hotel-5a,4.0,0.0,,So 2 Duong 5A khu dan cu Trung Son,,867.500,Luxury Deluxe,ho-chi-minh
3465,Khách sạn Swan,https://www.ivivu.com/khach-san-ho-chi-minh/swan-hotel,3.0,0.0,,21 Duong 68,,539.000,Superior,ho-chi-minh
3466,Mecozy Apartel,https://www.ivivu.com/khach-san-ho-chi-minh/mecozy-apartel,0.0,0.0,,"25/2 Xuân Thủy, Phường Thảo điền",,757.000,Superior Apartment,ho-chi-minh
